CompanyLocationID,CompanyID,CompanyName,CompanyDescription,CompanyLocationDescription,secuirtycheckpoint,Hours,CompanyURL,AirlineCode,Terminal,Location,Categories,urlLogoImage,urlFrontImage,urlMenuDoc,AirportName,LocationPhone,CompanyLocationLastUpdated,CompanyLastUpdated,AddressLastUpdated,Lat,Long,Address,City,Zip,ProcessDate
1948,1384,Urth Caffe & Bar,,,1,,,,Terminal 1,,FOOD AND BEVERAGE FACILITIES,,,,LAX,866-820-1178,2018-08-13 10:54:07.870000000,2018-08-13 10:06:40.100000000,,,,,,,2019-04-11T00:00:02.000
1873,1309,WPizza by Wolfgang Puck,,Grab some quick Italian and a cocktail at Wpizza by Wolfgang Puck.,0,,,,TBIT,Ticketing Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-863-6119,2018-02-02 12:11:46.470000000,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1842,1278,Pinkberry,,"An airport favorite, Pinkberry is a go-to place for frozen yogurt with all the toppings.",0,,,,TBIT,Arrival Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-259-3368,2018-02-02 10:48:43.520000000,,,33.94339875,-118.40869147,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1903,1339,Sichuan Airlines,,,0,,,,TBIT,Departure Level,AIR CARRIER,,,,LAX,,2016-10-13 10:59:27.023000000,2016-10-13 10:59:27.013000000,,,,,,,2019-04-11T00:00:02.000
1739,1175,DFS Duty Free,,"Shop for Duty Free favorites at DFS.
",1,,,,Terminal 6,Departure Level,DUTY FREE SHOPS,,,,LAX,(310) 338-0027,2018-02-05 13:42:57.703000000,,,33.94145291,-118.40191488,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
447,292,ICE Currency Exchange Kiosk,Located in LAX  airport., ,0,,,,Terminal 3,Departure Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",,,,LAX,(310) 646-0553,2017-08-09 15:57:11.170000000,,,33.94578042,-118.4072246,300 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1902,1338,Treat Me Sweet,,Shop for a variety of candy at Treat Me Sweet.,1,,,,TBIT,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,424-800-2037,2018-02-02 10:46:06.213000000,2016-09-26 14:20:53.820000000,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1853,1289,XpresSpa,,"XpresSpa offers the ultimate relaxation experience such as a facial, massage, manicure, pedicure, waxing and much more.",1,,,,TBIT,Departure Level,"SPAS, GIFT SHOPS AND NEWS STANDS",,,,LAX,310-410-9263,2018-02-02 10:46:54.803000000,,,33.940403,-118.410234,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1630,1066,Homeboy Cafe,,Homeboy Cafe serves up Peet's Coffee & Tea accompanied by a wide assortment of sandwich and bakery items.,1,,,,Terminal 4,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,866-820-1178,2018-02-05 09:33:09.200000000,,,33.94193090758138,-118.40687455092615,400 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1754,1190,Scoreboard LA,,Enjoy a pre-flight drink at Scoreboard LA and accompany it with a sandwich or hot dog.,1,,,,TBIT,South Concourse,FOOD AND BEVERAGE FACILITIES,,,,LAX,424-901-1288,2018-02-02 11:45:37.770000000,,,33.939675,-118.409822,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1752,1188,James' Beach,,James Beach Restaurant & Bar is a local favorite with a long list of cocktails and savory tacos.,1,,,,TBIT,North Concourse,FOOD AND BEVERAGE FACILITIES,,,,LAX,424-901-1041,2018-02-02 11:03:55.873000000,,,33.945079,-118.410617,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1713,1149,Campanile,,Campanile restaurant features upscale but reasonably priced food with a well stocked bar.,1,,,,Terminal 4,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-646-3472,2018-02-05 09:05:04.527000000,,,33.940695,-118.406552,400 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1457,21,Aeromexico ,,,0,,www.aeromexico.com,AM,Terminal 2,,AIR CARRIER,,,,LAX,(310) 646-0339,,,,,,200 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1786,1222,The Coffee Bean & Tea Leaf,,"Born and brewed in Southern California since 1963, The Coffee Bean & Tea Leaf delivers the taste and aroma of the
world’s best coffees and teas. In addition to coffee & tea, this location has an extensive line of bakery and food grab &
go items.",0,,,,TBIT,Ticketing Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7531,2018-02-02 05:58:46.480000000,2017-08-09 13:45:52.910000000,,33.94329985,-118.40858084,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1799,1235,Wolfgang Puck Express,,"Wolfgang Puck Express features Wolfgang's most popular dishes in a fast-casual setting with affordable prices. The menu features Wolfgang Puck's hand-crafted gourmet pizzas, sandwiches, soups, fresh salads and other Wolfgang Puck classics. ",1,,,,Terminal 7,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-654-6951,2017-08-09 14:04:19.867000000,,,33.941327,-118.39979,700 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
822,548,"U.S. Dept. of Agriculture, Dept. of Plant Protection",, ,,,,,Terminal 2,Arrival Level,"GOVERNMENT AGENCIES, AGRICULTURE",,,,LAX,(310) 646-2936,,,,,,200 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1910,1346,LOT Polish,,,0,,www.lot.com,,TBIT,Departure Level,AIR CARRIER,,,,LAX,(212) 789-0970,2017-04-03 07:51:35.270000000,2017-04-03 07:51:35.260000000,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1715,1151,Real Food Daily,,"Real Food Daily is a lifesaver to travelers who want to avoid sugary, fatty food, offering tofu, veggies and organic menu items.",1,,,,Terminal 4,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-646-3472,2018-02-05 09:03:36.493000000,,,33.94060154140892,-118.40651981349185,400 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1072,654,Virgin Atlantic,, Virgin Atlantic passengers check-in at Terminal 2. Passengers will be bused from Terminal 2 to the Tom Bradley International Terminal (Terminal B) for departure. Arriving passengers may be met at Terminal B.,0,,www.virgin.com/atlantic,,Terminal 2,,AIR CARRIER,,,,LAX,(800) 880-6253,2018-11-01 09:06:58.987000000,2018-11-01 08:59:29.243000000,2018-11-01 08:59:50.400000000,,,200 World Way,Los Angeles,90045 ,2019-04-11T00:00:02.000
1904,1340,Earl of Sandwich,,Earl of Sandwich is well known for their toasted sandwiches.,0,,,,TBIT,Ticketing Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,323-451-1004,2018-02-02 12:12:38.430000000,2016-11-01 15:09:10.020000000,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1682,1118,800 Degrees Pizza,,"800 Degrees Pizza – a Los Angeles based concept – offers traditional Neapolitan pizza baked in an 800 degree real wood-burning oven. Passengers can order from a few favorite combinations, or can personalize their pizza and create their own masterpiece!",1,"M-F  8:00am - 7:00pm
S-Su 10:00am - 4:00pm",,,TBIT,Great Hall - Food Court,FOOD AND BEVERAGE FACILITIES,,,,LAX,(310) 307-7528,2019-03-13 15:07:37.037000000,,,33.94385039,-118.41019519,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1718,1154,Ford's Filling Station,,"Ford's Filling Station serves trendy, tasty dishes in their restaurant as well as a place to watch to watch the game.",1,,,,Terminal 5,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,866-820-1178,2018-02-05 09:56:43.783000000,,,33.940515,-118.404401,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1749,1185,Coffee Corner,,,1,,,,Terminal 5,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-428-4987,2018-02-06 11:29:54.207000000,,,33.9409037023787,-118.40410080489346,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1823,1259,Fresh Brothers Pizza & Sandwiches,,"Fresh Brothers serves up pizzas, chicken wings, and salads.",1,,,,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-301-9008,2018-02-05 07:05:06.863000000,,,33.94621768,-118.40423871,200 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1723,1159,Vanilla Bake Shop,,"The Vanilla Bake Shop is the place to pick up macaroons, desserts, a healthy fruit cup or a sandwich.",1,,,,TBIT,South Concourse,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7539,2018-02-02 11:44:26.750000000,,,33.942439,-118.410344,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
71,49,Airport Terminal Services,, ,,,,,Terminal 3,T-3,GROUND HANDLING SERVICES/AIRCRAFT SERVICES,,,,LAX,(310) 646-2297,,,,,,300 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1951,1385,Cassell's Hamburgers,,,1,,,,Terminal 1,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-310-5602,2018-09-05 08:45:33.287000000,2018-08-27 11:19:55.137000000,,,,,,,2019-04-11T00:00:02.000
235,154,China Southern,, ,0,,www.cs-air.com/en/,CZ,TBIT,,AIR CARRIER,,,,LAX,(888) 338-8988,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1756,1192,BLD,,"BLD restaurant features an American classic menu, offering breakfast, lunch and dinner, as well as lighter options for the more health-minded traveler.
",1,,,,Terminal 7,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-258-9775,2018-02-05 14:06:27.747000000,,,33.941398,-118.399436,700 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
468,305,ITS (Int'l Total Services Security Screening),Services provided at LAX., ,,,,,Terminal 3,,CONTRACT SECURITY SERVICES,,,,LAX,(310) 410-5330,,,,,,,,,2019-04-11T00:00:02.000
1706,1142,CNN Los Angeles Newsstand,,"Since its inception in 1980, Cable News Network (CNN) has built a solid reputation for breaking and interpreting the news, with over 900 affiliated local stations and media stars like Anderson Cooper, Wolf Blitzer, Soledad O’Brien and Dr. Sanjay Gupta. In",1,,,,TBIT,South Concourse,GIFT SHOPS AND NEWS STANDS,,,,LAX,(424) 750-9102,2018-02-02 07:30:11.260000000,,,33.940985,-118.410322,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
56,35,Air Tahiti Nui,Located in Tom Bradley International Terminal (TBIT)., ,,,www.airtahitinui-usa.com,,TBIT,,AIR CARRIER,,,,LAX,(310) 258-9913,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
87,56,All Nippon Airways (ANA),Located in Tom Bradley International Terminal (TBIT)., ,,,www.fly-ana.com,NH,TBIT,,AIR CARRIER,,,,LAX,(310) 646-1480,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1918,1354,I Love LA ,,"I Love LA offers airport shoppers a wide variety of items such as souvenirs, beverages, magazines, and more at reasonable prices.",1,,,,TBIT,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,323-994-0299,2018-02-05 06:41:44.110000000,2017-06-21 09:54:56.710000000,,,,,,,2019-04-11T00:00:02.000
1773,1209,Rolling Stone Bar & Grill,,"Rolling Stone Bar & Grill's menu includes American favorites, small plates, and flatbread pizzas.
",1,,,,Terminal 7,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-258-9775,2018-02-05 14:05:51.577000000,,,33.941541,-118.399468,700 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1887,1323,Point the Way Cafe,,"Golden Road's Point the Way Cafe features flatbreads, sandwiches, and craft beers.
",1,,,,Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7524,2018-02-05 13:38:13.523000000,,,33.94105334,-118.40218998,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
22,17,Aeroflot,Located in Tom Bradley International Terminal (TBIT)., ,,,www.aeroflot.ru,SU,TBIT,,AIR CARRIER,,,,LAX,(310) 417-1190,,,,,,380  World Way,Los Angeles,90045,2019-04-11T00:00:02.000
811,541,Travelers Info-VIP,, ,,,www.lawa.org/vip,,TBIT,Arrival Level,TRAVELERS ASSISTANCE,,,,LAX,(310) 646-7365,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
131,79,Argenbright ,Security Screening Services provided at LAX., Screening Station,,,,,Terminal 7,Departure Level,CONTRACT SECURITY SERVICES,,,,LAX,(310) 342-9321,,,,,,700 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
807,541,Travelers Info-VIP,, ,,,www.lawa.org/vip,,Terminal 4,Arrival Level,TRAVELERS ASSISTANCE,,,,LAX,(310) 646-2274,,,,,,400 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1905,1341,Planet Hollywood,,"Planet Hollywood grills up appetizers, burgers, entrees, and more.",0,,,,TBIT,Ticketing Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,323-451-1004,2018-03-16 07:13:12.930000000,2016-11-28 10:32:52.663000000,,,,,,,2019-04-11T00:00:02.000
454,292,ICE Currency Exchange Kiosk,Located in LAX  airport., ,,,,,Terminal 6,Arrival Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",,,,LAX,310-646-7761,2017-08-01 08:57:59.990000000,,,,,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
472,309,Japan Airlines,Located in Tom Bradley International Terminal (TBIT)., ,,,www.jal.co.jp,JL,TBIT,,AIR CARRIER,,,,LAX,(310) 646-2640,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1833,1269,MAC Cosmetics,,"M.A.C. is well known for their line of cosmetics.
",1,,,,Terminal 6,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-321-8898,2018-02-05 13:41:38.347000000,,,33.94136058,-118.40207637,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1746,1182,Loteria! Grill,,¡Loteria! Grill provides regional Mexican dishes with fresh and homemade salsas.,1,,,,Terminal 5,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,,,,LAX,562-381-3641,2018-02-05 09:59:16.727000000,,,33.940877,-118.404192,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1953,1387,Trejo's Tacos,"Colorful, art-filled taqueria for meat, vegan and vegetarian specialties, aguas frescas and kombucha.","Colorful, art-filled taqueria for meat, vegan and vegetarian specialties, aguas frescas and kombucha.",1,,https://www.trejostacos.com/,,Terminal 1,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-310-5602,2018-09-05 08:50:31.043000000,2018-09-04 15:18:04.010000000,,,,,,,2019-04-11T00:00:02.000
1684,1120,ink.sack,,Ink.sack serves up a long list of classic sandwiches as well as some eclectic options.,1,,,,TBIT,Great Hall,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7532,2018-02-02 10:52:39.863000000,,,33.94331034,-118.41055974,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1829,1265,SeaLegs Wine Bar,,Sealegs dishes up bar bites and a range of farm fresh salads and sandwiches.,1,,,,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,(424) 227-8295,2018-02-05 07:16:52.750000000,,,33.94671256,-118.40412673,200 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1809,1245,Hudson LAXpress (Gate 35),,Hudson News features a wide array of last minute items for travelers.,1,,,,Terminal 3,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-259-3368,2018-02-13 07:03:15.027000000,2017-10-04 11:58:09.817000000,,33.946678,-118.407226,300 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1947,1383,The New Stand (Gate 11A),,,1,,,,Terminal 1,,GIFT SHOPS AND NEWS STANDS,,,,LAX,415-741-4864,2018-10-04 11:11:46.227000000,2018-10-04 11:12:10.933000000,,,,,,,2019-04-11T00:00:02.000
391,251,Frontier Airlines,, ,1,,www.flyfrontier.com,F9,Terminal 5,Departure Level,AIR CARRIER,,,,LAX,(801) 401-9000,2017-05-13 04:37:32.427000000,2017-05-13 04:37:40.923000000,,,,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1317,829,United Airlines,All United Airlines passengers with Paper Tickets and Non Ticketed passengers check-in at Terminal 8.,,0,,www.united.com,,Terminal 8,,AIR CARRIER,,,,LAX,(800) 241-6522,2017-08-29 08:11:11.413000000,2017-08-29 08:11:02.860000000,,,,800 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1930,1366,Moshi,,"Priding itself on offering unique accessories, Moshi is your one-stop-shop when it comes to finding quality one-of-a-kind items. Make sure you stop by this Terminal 3 gem!",1,,,,Terminal 3,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-259-3368,2018-02-08 15:41:07.020000000,2017-11-14 08:04:45.590000000,,,,,,,2019-04-11T00:00:02.000
1936,1372,Deli & Co,,Grab a sandwich togo from Deli & Co.,1,,,,Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,866-820-1178,2018-02-05 06:35:16.790000000,2017-12-28 09:41:34.453000000,,,,,,,2019-04-11T00:00:02.000
1871,1307,DFS Duty Free - Fashion and Watches,,"After more than 50 years in the travel retail industry, DFS is recognized as a leading luxury shopping destination for the world traveler. Throughout our history, we have nurtured the relationships built with our customers, our brand partners and our empl",1,,,,TBIT,Great Hall,DUTY FREE SHOPS,,,,LAX,310-348-2727,2018-02-07 06:48:36.490000000,,,33.94360824,-118.41014858,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1793,1229,See's Candies,,"See's Candies offers chocolate, peanut brittle, truffles, nuts and so much more to tempt a sweet tooth.",0,,,,TBIT,Arrival Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-642-0512,2018-02-05 09:07:53.327000000,,,33.94391924,-118.40870202,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1893,1329,California Pizza Kitchen,,"California Pizza Kitchen offers a variety of pizzas, sandwiches, and breakfast options.
",1,,,,Terminal 1,,FOOD AND BEVERAGE FACILITIES,,,,LAX,866-820-1178,2018-02-05 06:43:12.987000000,,,33.94692587791678,-118.401136706373,,,,2019-04-11T00:00:02.000
1942,1378,P.F. Chang's,,,1,,,,TBIT,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,424-901-1566,2018-05-22 09:08:34.097000000,2018-05-17 14:57:08.390000000,,,,,,,2019-04-11T00:00:02.000
1870,1306,DFS Duty Free - Beauty and Spirits,,"After more than 50 years in the travel retail industry, DFS is recognized as a leading luxury shopping destination for the world traveler. Throughout our history, we have nurtured the relationships built with our customers, our brand partners and our empl",1,,,,TBIT,Great Hall,DUTY FREE SHOPS,,,,LAX,310-348-2773,2018-02-07 06:44:17.333000000,,,33.94305878,-118.41000618,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1946,1382,Pier No. 7,,,1,,,,Terminal 7,,GIFT SHOPS AND NEWS STANDS,,,,LAX,562-304-7480,2018-06-07 10:38:53.047000000,2018-06-07 10:37:55.063000000,,,,,,,2019-04-11T00:00:02.000
1952,1386,Einstein Bros. Bagels,,,1,,,,Terminal 1,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-310-5602,2018-09-05 08:48:58.240000000,2018-08-27 11:23:45.063000000,,,,,,,2019-04-11T00:00:02.000
1860,1296,I Love LA,,"I Love LA offers airport shoppers a wide variety of items such as souvenirs, beverages, magazines, and more at reasonable prices.",1,,,,Terminal 1,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-641-1512,2018-02-05 06:41:30.127000000,,,33.946641072262,-118.40104282905747,100 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
444,292,ICE Currency Exchange Kiosk,Located in LAX  airport., ,,,,,Terminal 2,Arrival Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",,,,LAX,310-646-5818,2017-08-09 15:54:52.437000000,,,33.94533676,-118.40407122,200 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1840,1276,Wahoo's Fish Taco,,"Wahoo's Fish Taco serves up fresh tacos, burritos, and more.
",1,,,,Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-433-6459,2018-02-05 13:35:47.260000000,,,33.94095227,-118.40191562,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1916,1352,Panda Express ,,"Since 1983, Panda Express has pioneered the quick-service Chinese food market and quickly became the quick serve Asian cuisine of choice for consumers and developers. Nearly 30 years and 1,500 stores later, Panda Express continues to provide quality Chine",1,,,,Terminal 8,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7547,2018-02-02 06:14:13.833000000,2017-06-15 12:32:41.320000000,,33.9427159972689,-118.39729846527268,,,,2019-04-11T00:00:02.000
1520,991,Qantas QF16 (Departure),,"QANTAS Flights 15, 16, 25, 26, 175, 176 operate from Terminal 4",0,,www.qantas.com,,TBIT,Departure Level,AIR CARRIER,,,,LAX,(800) 227-4500,,,,,,400 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1040,548,"U.S. Dept. of Agriculture, Dept. of Plant Protection",, ,,,,,TBIT,Arrival Level,"GOVERNMENT AGENCIES, AGRICULTURE",,,,LAX,(310) 215-2431,,,,,,380 World Way - Box N-21,Los Angeles,90045,2019-04-11T00:00:02.000
495,328,KLM Royal Dutch Airlines,, ,0,,www.klm.com,KL,TBIT,,AIR CARRIER,,,,LAX,(310) 646-1139,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1863,1299,InterJet,"InterJet Passengers Terminal 3 for Check-in. Passengers will walk from Terminal 3 to Terminal B for departure.
Departures and Arrivals will operate at Terminal B.","InterJet Passengers Terminal 3 for Check-in. Passengers will walk from Terminal 3 to Terminal B for departure.
Departures and Arrivals will operate at Terminal B.",0,,www.interjet.com,,Terminal 3,Departure Level,AIR CARRIER,,,,LAX,(866) 285-8307,2018-08-16 09:39:03.593000000,2017-05-15 04:54:56.597000000,,,,300 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1928,1364,La Familia,,This vibrant restaurant will have you craving everything on the menu. Take a seat and bask in the moment while enjoying a delicious meal & refreshing beverage.,1,,,,Terminal 3,,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7499,2018-02-08 15:39:01.767000000,2017-10-23 11:30:44.700000000,,,,300 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1643,1079,Hollywood Style,,"Hollywood Style is a trendy gallery shop in Terminal 4 that includes an ever-changing selection of hip, LA-style fashionable apparel, accessories, sunglasses and luggage for fashion-forward men and women",1,,,,Terminal 4,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,(310) 337-6761,2018-02-02 06:57:02.867000000,,,33.940678,-118.406951,400 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1845,1281,Tumi,,"Shop at Tumi for exceptional quality luggage and handbags.
",1,,,,Terminal 6,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-590-1100,2018-02-05 13:40:39.133000000,,,33.94130088,-118.40210053,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1245,765,United Airlines,"All United Airlines passengers with ""E Tickects"" check-in at Terminal 7.",,0,,www.united.com,,Terminal 7,,AIR CARRIER,,,,LAX,(310) 342-9509,2017-08-29 08:09:31.873000000,2017-08-29 08:09:21.803000000,,,,700 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1536,1001,Spirit Airlines,,,0,,www.spiritair.com,,Terminal 5,T-5,AIR CARRIER,,,,LAX,(801) 401-2222,2017-05-15 03:05:41.300000000,2017-05-15 03:05:52.647000000,,,,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1617,1003,Virgin Australia,Virgin Australia passengers check-in at Terminal 3. Passengers will be bused from Terminal 3 to the Tom Bradley International Terminal (Terminal B) for departure. Arriving passengers may be met at Terminal B.,Passengers will check in at Terminal 3; walk to Terminal B where flights depart/arrive,0,,www.virginaustralia.com,,Terminal 3,Departure Level,AIR CARRIER,,,,LAX,(800)440-0260,2018-11-01 09:01:53.637000000,2018-11-01 09:01:14.543000000,,,,300 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1937,1373,Earthbar ,,"Earthbar offers healthy snacks, smoothies, and grab & go food options.",1,,,,Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,866-820-1178,2018-02-05 07:42:02.593000000,2017-12-28 09:43:39.663000000,,,,,,,2019-04-11T00:00:02.000
833,553,U.S. Immigration and Naturalization Service,, ,,,,,TBIT,Arrival Level - Tom Bradley International Terminal,GOVERNMENT AGENCIES,,,,LAX,(310) 568-7500,,,,,,,,,2019-04-11T00:00:02.000
1801,1237,Angeleno ,,Shop at Angeleno Modern Luxury for all your travel needs,0,,,,TBIT,Ticketing Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-259-3368,2018-02-02 12:14:04.127000000,,,33.94377851,-118.40852394,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1883,1319,XL Airways France,,,0,,www.xl.com,,Terminal 6,Departure Level,AIR CARRIER,,,,LAX,(877) 496-9889,2017-06-05 13:30:14.030000000,2017-06-05 13:30:22.810000000,,,,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1954,1388,PEI WEI Asian Diner,,,1,,,,Terminal 1,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-310-5602,2018-09-05 08:49:35.277000000,2018-08-27 11:28:24.950000000,,,,,,,2019-04-11T00:00:02.000
1221,746,One Source,, ,,,,,TBIT,,GENERAL AIRPORT CLEANING SERVICES,,,,LAX,646-1313,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1874,1310,Aer Lingus,,,0,,,,Terminal 2,Departure Level,AIR CARRIER,,,,LAX,(800) 474-7424,,,,,,200 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1620,1057,Klatch Coffee,,"Klatch is one of the few airport coffee shops to serve up drip coffee one cup at a time.
",1,,,,Terminal 7,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,424-702-1141,2018-02-05 13:51:46.563000000,,,33.942240754913946,-118.39994446627042,700 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
645,429,Pedus Building Service,, ,,,,TBIT,TBIT,Departure Level - Custodial Service,"CUSTODIAL SERVICE, GENERAL AIRPORT CLEANING SERVICES",,,,LAX,(310) 646-1313,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1915,1351,Level Airlines,,,0,,,,TBIT,Departure Level,AIR CARRIER,,,,LAX,(800) 994-0704,2017-06-05 09:34:07.990000000,2017-06-05 09:34:07.980000000,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
43,28,Air France,, ,1,,www.airfrance.com,AF,TBIT,,AIR CARRIER,,,,LAX,(310) 646-5627,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1920,1356,LA Life,,Shop for a variety of grab & go foods and snacks at LA Life.,1,,,,Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7499,2019-02-07 13:58:23.487000000,2017-06-27 15:49:45.267000000,,33.94663773469007,-118.40746806075265,,,,2019-04-11T00:00:02.000
1738,1174,DFS Duty Free,,DFS Duty Free offers a variety of products for travelers. Domestic passengers are invited to purchase everything but liquor and tobacco.,1,,,,Terminal 3,Departure Level,DUTY FREE SHOPS,,,,LAX,310-348-2740,2018-02-05 07:41:08.100000000,,,33.94604109949319,-118.40719498035668,300 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
